1.32,0.79,3.29,7.37,23.95,14.87,33.03,17.37,9.21,3.68,3.42,7.24,3.03,4.87,1.58,9.34,5.00,8.82,23.95,6.18,17.50,6.97,4.47,9.47,19.08,5.53,11.58,13.29,7.50,10.13,1.97,13.55,0.79,4.61,1.18,27.50,10.00,41.45,0.13,5.66,0.13,13.29,0.26,0.26,0.39,21.45,13.16,24.08,11.18,19.61,3.55,3.82,4.61,21.97,6.32,10.66,2.63,2.76,1.58,0.13,19.34,7.76,10.92,5.00,0.13,0.26,0.13,0.66,0.26,4.74,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.66,0.13,2.37,0.13,2.11,0.13,4.34,2.24,0.26,2.63,0.92,0.13,3.03,5.53,6.45,10.00,7.11
0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,8.57,0.10,2.86,5.71,0.10,2.86,17.14,2.86,28.57,0.10,5.71,17.14,14.29,5.71,2.86,0.10,17.14,0.10,0.10,0.10,2.86,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,5.71,0.10,2.86,0.10,0.10,2.86,8.57,11.43,0.10,0.10,0.10,2.86,5.71,5.71,0.10,2.86,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,5.71,2.86,0.10,0.10,5.71,0.10,0.10,0.10
0.10,0.10,0.10,8.57,45.71,22.86,60.00,17.14,14.29,2.86,5.71,5.71,2.86,2.86,0.10,14.29,2.86,8.57,11.43,5.71,5.71,5.71,5.71,0.10,8.57,2.86,8.57,17.14,0.10,2.86,2.86,17.14,0.10,0.10,0.10,20.00,5.71,14.29,0.10,0.10,0.10,25.71,0.10,0.10,0.10,5.71,20.00,28.57,14.29,17.14,5.71,0.10,0.10,8.57,11.43,0.10,0.10,2.86,2.86,0.10,20.00,5.71,8.57,17.14,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,5.71,0.10,0.10,2.86,0.10,0.10,2.86,0.10,17.14,11.43,14.29
0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,2.86,0.10,0.10,0.10,2.86,2.86,0.10,2.86,0.10,0.10,5.71,2.86,5.71,2.86,5.71,2.86,5.71,0.10,14.29,0.10,0.10,0.10,2.86,0.10,0.10,0.10,0.10,0.10,2.86,0.10,0.10,0.10,0.10,0.10,0.10,14.29,0.10,5.71,0.10,5.71,5.71,2.86,2.86,2.86,2.86,0.10,0.10,31.43,5.71,2.86,2.86,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,2.86,0.10,2.86,0.10,0.10,2.86,0.10,0.10,2.86,0.10,11.43,17.14,5.71
0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,3.33,3.33,6.67,3.33,3.33,0.10,10.00,0.10,0.10,10.00,10.00,10.00,13.33,6.67,6.67,10.00,0.10,13.33,13.33,6.67,20.00,3.33,10.00,0.10,0.10,0.10,0.10,0.10,6.67,0.10,10.00,0.10,26.67,0.10,0.10,0.10,3.33,3.33,0.10,10.00,10.00,6.67,3.33,16.67,13.33,3.33,13.33,3.33,20.00,3.33,0.10,40.00,10.00,13.33,10.00,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,3.33,0.10,0.10,0.10,0.10,0.10,6.67,10.00,3.33,10.00,6.67
0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,3.33,0.10,0.10,0.10,0.10,10.00,6.67,0.10,10.00,0.10,16.67,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,6.67,0.10,0.10,0.10,3.33,0.10,0.10,0.10,0.10,0.10,0.10,0.10,3.33,3.33,3.33,6.67,6.67,3.33,0.10,33.33,3.33,13.33,6.67,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,3.33,0.10,0.10,6.67,0.10,0.10,0.10,10.00,10.00,16.67,16.67
2.86,0.10,2.86,0.10,11.43,0.10,5.71,2.86,0.10,0.10,0.10,2.86,0.10,0.10,2.86,2.86,17.14,2.86,22.86,5.71,11.43,2.86,2.86,5.71,20.00,2.86,11.43,14.29,5.71,17.14,0.10,8.57,0.10,0.10,0.10,31.43,0.10,31.43,0.10,17.14,0.10,31.43,0.10,0.10,0.10,25.71,14.29,22.86,8.57,2.86,11.43,2.86,2.86,22.86,5.71,25.71,0.10,2.86,2.86,0.10,22.86,5.71,0.10,0.10,0.10,0.10,0.10,0.10,0.10,2.86,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,2.86,0.10,0.10,0.10,5.71,0.10,0.10,5.71,2.86,0.10,0.10,2.86,5.71,17.14,11.43
0.10,3.33,3.33,0.10,0.10,3.33,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,3.33,0.10,0.10,6.67,0.10,10.00,0.10,3.33,13.33,6.67,0.10,6.67,16.67,3.33,23.33,0.10,13.33,0.10,0.10,3.33,10.00,0.10,3.33,3.33,0.10,0.10,0.10,3.33,3.33,3.33,0.10,0.10,0.10,0.10,0.10,3.33,3.33,3.33,10.00,3.33,13.33,0.10,0.10,0.10,3.33,10.00,13.33,6.67,0.10,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33,0.10,3.33,3.33,0.10,10.00,3.33,3.33,0.10,3.33,0.10,0.10,0.10,10.00,10.00,3.33
0.10,3.33,0.10,0.10,0.10,0.10,16.67,0.10,0.10,0.10,0.10,0.10,0.10,0.10,6.67,0.10,10.00,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,3.33,0.10,10.00,0.10,26.67,0.10,13.33,0.10,20.00,6.67,43.33,0.10,3.33,0.10,43.33,0.10,0.10,0.10,0.10,3.33,3.33,3.33,0.10,0.10,0.10,0.10,10.00,0.10,3.33,0.10,0.10,0.10,0.10,16.67,3.33,16.67,16.67,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,3.33,0.10,0.10,0.10,3.33,10.00,13.33,6.67
0.10,0.10,0.10,0.10,0.10,0.10,2.86,5.71,0.10,0.10,0.10,0.10,0.10,5.71,0.10,0.10,0.10,0.10,5.71,0.10,5.71,2.86,0.10,17.14,5.71,2.86,2.86,5.71,2.86,11.43,2.86,22.86,2.86,0.10,0.10,2.86,2.86,11.43,0.10,0.10,0.10,20.00,0.10,0.10,0.10,2.86,2.86,2.86,0.10,5.71,8.57,8.57,5.71,5.71,8.57,8.57,0.10,2.86,0.10,0.10,22.86,8.57,5.71,0.10,0.10,0.10,0.10,2.86,0.10,2.86,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,2.86,0.10,2.86,0.10,11.43,0.10,0.10,5.71,2.86,0.10,2.86,2.86,14.29,14.29,14.29
