0.51,0.68,3.05,5.93,21.19,15.93,32.37,22.03,8.31,4.58,2.37,6.78,1.86,9.15,2.37,8.64,5.93,10.51,18.98,6.27,14.24,10.34,5.42,4.58,17.12,3.39,5.76,11.69,4.58,12.03,1.36,9.32,0.10,9.15,0.68,35.42,6.95,26.95,0.10,2.71,0.10,11.19,0.10,0.51,0.17,18.98,12.71,13.05,6.27,18.31,1.86,6.61,2.54,17.29,4.24,11.19,0.85,2.88,0.85,0.10,12.03,3.39,5.93,6.95,0.10,0.10,0.10,0.17,0.10,5.25,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.17,0.10,0.10,1.53,0.17,0.68,0.10,1.69,0.85,0.10,1.02,0.10,0.10,2.20,2.54,4.58,10.17,6.95
0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,20.00,0.10,0.10,4.00,4.00,0.10,20.00,0.10,4.00,0.10,4.00,0.10,20.00,0.10,16.00,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,8.00,4.00,0.10,0.10,8.00,0.10,4.00,0.10,4.00,0.10,4.00,0.10,8.00,0.10,4.00,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,20.00,12.00,16.00,0.10
0.10,0.10,0.10,8.00,24.00,4.00,40.00,20.00,0.10,0.10,0.10,0.10,0.10,4.00,0.10,20.00,0.10,4.00,4.00,8.00,4.00,8.00,8.00,8.00,4.00,8.00,8.00,0.10,0.10,8.00,0.10,12.00,0.10,0.10,0.10,0.10,4.00,12.00,0.10,12.00,0.10,20.00,0.10,0.10,0.10,8.00,0.10,20.00,0.10,16.00,0.10,4.00,0.10,8.00,12.00,4.00,0.10,0.10,0.10,0.10,20.00,0.10,12.00,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,4.00,0.10,0.10,0.10,0.10,0.10,4.00,4.00,0.10,4.00,8.00
0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,4.00,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,4.00,8.00,8.00,0.10,28.00,0.10,20.00,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,4.00,0.10,4.00,4.00,0.10,0.10,0.10,0.10,16.00,16.00,4.00,4.00,8.00,0.10,4.00,4.00,16.00,12.00,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,12.00,4.00,16.00,8.00
0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,8.00,0.10,12.00,0.10,0.10,8.00,8.00,4.00,0.10,0.10,8.00,12.00,0.10,16.00,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,24.00,0.10,4.00,0.10,16.00,4.00,0.10,0.10,8.00,4.00,4.00,0.10,8.00,0.10,8.00,0.10,0.10,0.10,0.10,12.00,12.00,8.00,8.00,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,8.00,0.10,0.10,0.10,0.10,0.10,8.00,8.00,0.10,8.00,0.10
0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,4.00,0.10,0.10,0.10,4.00,0.10,0.10,4.00,8.00,0.10,0.10,4.00,0.10,4.00,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,4.00,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,4.00,0.10,0.10,0.10,0.10,0.10,12.00,16.00,4.00,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,4.00,0.10,0.10,0.10,0.10,8.00,12.00,0.10
0.10,0.10,4.00,0.10,4.00,0.10,0.10,4.00,0.10,0.10,0.10,0.10,0.10,4.00,0.10,0.10,0.10,0.10,8.00,4.00,4.00,0.10,0.10,0.10,8.00,0.10,4.00,16.00,8.00,24.00,0.10,12.00,0.10,8.00,0.10,20.00,4.00,20.00,0.10,4.00,0.10,12.00,0.10,0.10,0.10,8.00,0.10,8.00,0.10,4.00,4.00,0.10,0.10,12.00,4.00,4.00,0.10,8.00,0.10,0.10,12.00,0.10,12.00,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,4.00,0.10,0.10,0.10,0.10,0.10,0.10,4.00,0.10,8.00,12.00
0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,10.00,0.10,10.00,5.00,15.00,0.10,0.10,0.10,15.00,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,5.00,0.10,0.10,0.10,0.10,0.10,5.00,0.10,5.00,0.10,0.10,0.10,5.00,0.10,5.00,15.00,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,5.00,10.00,0.10,10.00,0.10
4.00,0.10,4.00,0.10,4.00,0.10,16.00,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,8.00,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,16.00,0.10,40.00,4.00,8.00,0.10,16.00,0.10,4.00,4.00,36.00,0.10,0.10,0.10,12.00,0.10,0.10,0.10,0.10,0.10,4.00,8.00,0.10,8.00,4.00,4.00,0.10,8.00,0.10,4.00,4.00,4.00,0.10,0.10,0.10,28.00,4.00,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,4.00,0.10,0.10,0.10,0.10,4.00,0.10,0.10,0.10,4.00,4.00,24.00,12.00
8.00,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,8.00,0.10,0.10,0.10,4.00,0.10,8.00,0.10,0.10,0.10,8.00,0.10,40.00,4.00,8.00,0.10,0.10,0.10,8.00,4.00,4.00,0.10,0.10,0.10,8.00,0.10,0.10,0.10,12.00,12.00,4.00,8.00,0.10,24.00,4.00,0.10,4.00,4.00,0.10,0.10,4.00,0.10,0.10,0.10,4.00,12.00,8.00,0.10,0.10,0.10,0.10,0.10,4.00,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,4.00,4.00,0.10,4.00,0.10,0.10,4.00,4.00,0.10,24.00,0.10
